University Admission year,Do you have meritorious scholarship ?,Do you use University transportation?,What is your preferable learning mode?,Do you have personal Computer?,Do you have any health issues?,Are you engaged with any co-curriculum activities?,How many hour do you study daily?,How many hour do you spent daily in social media?,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What was your previous SGPA?,Do you have any physical disabilities?,How many Credit did you have completed?,What is your monthly family income?,What is your current CGPA?
2019,0,1,0,1,2,1,10,2,55,0,0,0,3.94,1,126,25000,3.95
2020,0,0,1,1,1,1,4,7,45,0,0,0,2.5,0,90,70000,2.85
2020,0,1,0,1,2,0,3,3,53,0,0,0,2.65,0,70,35000,2.85
2021,1,1,1,0,1,0,1,6,45,0,0,0,2.91,0,11,25000,2.91
2015,0,1,0,1,1,0,5,1,2,1,1,1,3.22,0,103,25000,2.83
2020,1,1,0,1,1,1,1,1,2,0,0,0,3.67,0,75,62488,3.48
2022,1,0,0,1,1,0,1,2,65,0,0,0,4.0,0,12,30000,4.0
2022,1,1,0,1,1,1,3,5,61,0,0,1,3.92,0,12,35000,3.92
2019,0,0,1,1,1,0,6,6,55,0,0,1,3.02,0,123,40000,3.05
2020,0,1,1,1,1,0,13,1,2,0,0,0,3.77,0,88,5000,3.69
2021,0,1,0,1,1,1,2,3,62,0,0,1,3.89,0,35,90000,3.7
2014,0,1,0,1,1,0,4,1,55,1,0,1,3.06,0,140,40000,2.86
2019,0,1,1,1,2,1,1,4,27,1,0,0,3.66,0,77,45000,3.01
2020,1,1,0,1,1,0,3,3,2,1,0,1,2.15,0,70,25000,2.54
2017,1,1,1,1,1,0,1,1,50,0,0,0,3.39,0,90,40000,3.29
2019,0,0,0,1,1,0,2,2,61,0,0,1,3.78,0,125,60000,3.54
2017,0,1,1,1,1,1,6,4,55,0,0,1,3.51,0,143,100000,3.51
2020,0,1,0,1,2,0,1,2,28,0,0,1,2.92,0,58,62488,2.9
2019,0,1,0,1,1,1,5,3,55,1,0,1,2.13,0,87,40000,2.45
2020,0,0,0,1,2,0,2,2,45,0,0,0,3.4,0,80,35000,2.8
2022,1,1,0,1,1,1,3,2,64,0,0,1,0.0,0,0,30000,0.0
2020,1,1,0,1,2,1,2,1,45,0,0,1,3.4,0,87,40000,3.5
2021,0,1,0,1,1,1,1,1,2,0,0,1,2.59,0,24,40000,3.01
2020,1,0,0,1,1,1,2,3,63,0,0,1,3.78,0,87,15000,3.77
2022,1,1,1,1,1,0,2,10,61,0,0,0,1.75,0,11,30000,1.75
2020,0,0,0,1,2,1,0,2,64,0,0,0,3.4,0,75,50000,3.65
2021,1,0,0,1,1,0,7,3,65,1,1,1,1.52,0,8,60000,1.64
2019,0,1,0,1,2,1,2,4,55,0,0,1,3.66,0,123,60000,3.37
2020,0,0,0,1,1,1,1,2,55,1,0,0,3.5,0,90,25000,3.12
2019,0,1,0,1,1,1,2,4,36,0,0,1,3.59,0,123,50000,3.55
2021,1,0,0,1,1,0,4,3,2,0,0,1,3.03,0,23,7000,3.03
2020,1,0,0,1,2,0,2,2,55,0,0,1,3.94,0,91,20000,3.9
2021,1,1,0,1,1,1,3,2,61,0,0,1,4.0,0,12,40000,4.0
2020,0,1,0,1,1,0,3,4,63,0,0,1,3.49,0,80,45000,3.44
2020,1,1,1,1,2,1,1,1,55,0,0,1,3.0,0,87,30000,3.1
2019,0,1,1,1,1,1,3,1,56,0,0,1,3.45,0,117,19000,3.34
2020,0,0,0,1,2,0,2,4,55,0,0,0,3.58,0,72,50000,3.5
2019,0,0,1,1,1,0,4,3,45,1,1,1,2.96,0,96,100000,2.61
2021,1,0,0,1,1,1,2,2,55,0,0,1,3.38,0,24,40000,3.53
2021,1,0,0,1,1,1,2,3,61,0,0,1,3.12,0,24,50000,3.07
2018,0,0,1,1,1,0,3,2,64,1,0,1,2.86,0,133,30000,2.88
2019,0,0,0,1,1,0,4,1,55,0,0,1,3.1,0,88,45000,3.27
2021,1,1,0,1,1,0,1,1,61,0,0,0,3.92,0,11,20000,3.92
2018,0,0,0,1,1,0,3,5,61,1,0,0,2.76,0,136,25000,2.64
2019,1,0,0,1,2,1,2,6,36,0,0,1,3.52,0,112,62488,3.78
2019,1,0,0,1,1,1,3,1,55,0,0,0,4.0,0,123,25000,3.9
2020,1,1,0,1,1,0,3,3,55,0,0,0,3.84,0,90,62488,3.78
2019,0,1,0,1,1,0,1,6,51,0,0,0,3.44,0,125,300000,3.46
2019,0,1,1,1,1,0,3,2,65,0,0,1,3.11,0,105,62488,3.0
2022,1,1,0,1,1,1,4,2,2,0,0,1,2.98,0,11,30000,2.98
2022,1,0,0,1,1,0,3,6,2,0,0,0,3.43,0,12,25000,3.43
2022,1,0,0,1,1,1,9,3,55,0,0,1,3.98,0,28,40000,3.98
2013,0,1,0,1,1,1,2,2,55,1,0,1,3.08,0,89,50000,3.15
2019,0,0,1,1,2,1,2,2,2,0,0,1,3.1,0,122,20000,3.16
2021,0,1,0,1,1,0,3,1,61,1,0,0,2.37,0,31,50000,2.46
2022,1,0,0,1,1,1,4,2,50,0,0,0,0.0,0,0,30000,0.0
2022,1,0,0,1,1,0,1,2,55,0,0,0,3.58,0,12,40000,3.58
2019,1,1,0,1,2,1,4,3,2,0,1,1,3.36,1,87,80000,3.47
2022,1,1,0,1,1,0,3,2,61,0,0,1,0.0,0,0,150000,0.0
2022,1,0,1,1,1,0,2,1,61,0,0,1,0.0,0,0,45000,0.0
2022,1,1,0,1,1,1,4,2,29,0,0,1,0.0,0,0,20000,0.0
2021,0,1,0,1,2,1,3,3,55,1,0,1,2.9,0,36,60000,2.19
2022,0,0,0,1,1,1,4,3,55,0,0,1,3.32,0,12,30000,3.25
2020,0,0,0,1,1,0,6,2,0,1,0,1,3.3,0,90,36000,3.15
2019,0,0,0,1,1,0,4,3,61,0,0,0,3.92,0,123,30000,3.78
2014,0,0,1,1,2,0,1,12,45,1,1,1,2.8,1,115,20000,2.5
2022,1,0,1,0,1,1,3,3,64,1,0,1,3.33,0,12,20000,2.9
2020,1,0,0,1,1,0,3,1,52,0,0,0,3.54,0,87,30000,3.4
2020,1,1,0,1,1,0,5,2,64,0,0,0,3.66,0,87,38000,3.81
2019,0,0,0,1,1,1,2,2,45,0,0,1,3.78,0,124,15000,3.13
2020,0,0,0,1,2,1,5,3,65,0,0,1,3.82,0,89,15000,3.81
2019,1,1,0,1,2,1,4,1,61,0,0,1,4.0,0,118,50000,3.93
2022,1,0,0,1,2,1,4,1,45,0,0,1,3.54,0,11,20000,3.54
2022,1,0,0,1,1,0,4,2,61,0,0,1,2.55,0,11,20000,2.55
2018,1,0,0,1,2,0,3,2,55,0,0,0,3.4,1,136,12000,3.4
2019,0,0,1,1,1,0,3,5,55,0,0,0,3.65,0,126,30000,3.59
2020,1,1,0,1,1,0,3,4,59,0,0,0,3.62,0,85,30000,3.62
2019,0,1,0,1,1,0,2,1,55,0,0,0,3.7,0,101,30000,3.45
2020,1,1,1,1,1,1,3,2,61,0,0,1,3.5,0,89,55000,3.5
2022,1,1,1,1,1,0,5,3,2,0,0,1,3.48,0,11,50000,3.48
2019,0,0,0,0,1,1,3,3,2,0,0,1,3.01,0,112,50000,2.92
2018,1,1,0,1,1,1,4,3,2,0,0,1,3.86,0,129,60000,3.56
2019,1,1,1,1,1,0,4,10,64,0,0,1,3.38,0,117,15000,3.81
2020,1,1,0,1,1,0,5,2,55,0,0,1,3.07,0,75,500000,3.42
2019,1,1,0,1,1,0,3,5,62,0,0,0,3.59,0,119,20000,3.56
2019,0,0,0,1,1,1,2,6,55,0,0,1,2.59,0,130,50000,3.06
2019,0,0,0,1,1,0,2,2,65,1,0,0,3.3,0,130,15000,3.24
2019,1,1,0,1,1,1,4,10,65,0,0,1,3.72,0,127,62488,3.78
2022,1,1,0,1,1,0,3,2,2,0,0,1,3.9,0,11,40000,3.9
2018,0,0,0,1,1,1,2,5,40,1,1,1,2.55,0,120,20000,2.65
2021,1,0,0,1,1,0,4,2,50,0,0,0,3.0,0,36,20000,2.8
2021,1,0,1,1,1,0,4,2,45,1,0,1,2.0,0,24,25000,2.59
2019,1,0,0,1,2,0,5,2,61,0,0,1,3.96,0,135,200000,3.9
2022,1,1,0,1,1,0,2,1,45,0,0,1,3.7,0,10,25000,3.7
2022,0,0,1,1,1,0,5,7,55,0,0,0,3.3,0,11,35000,3.3
2020,0,0,0,1,2,1,5,2,61,0,0,0,3.2,0,90,62488,3.51
2021,1,1,0,1,1,0,4,3,55,0,0,1,3.57,0,23,35000,3.67
2019,0,1,0,1,1,1,3,1,2,0,0,1,3.37,0,140,40000,3.11
2021,1,0,0,1,1,1,4,1,63,1,0,1,3.17,0,20,30000,2.85
2022,0,0,0,1,1,0,1,1,55,0,0,1,3.5,0,11,10000,3.45
2022,0,0,0,1,1,0,4,1,55,0,0,1,3.78,0,28,25000,3.78
2019,1,1,0,1,2,1,2,1,52,0,0,1,3.9,0,128,40000,3.59
2021,0,1,0,1,1,0,4,4,20,0,0,0,2.94,0,23,62488,2.5
2021,1,1,0,1,1,0,3,5,45,0,0,0,2.89,0,65,20000,2.8
2021,0,0,0,1,1,0,4,2,55,0,0,0,1.8,0,23,20000,2.56
2020,0,0,1,1,1,0,4,3,50,0,0,0,2.78,0,78,30000,3.75
2022,0,0,0,0,1,0,1,2,2,1,0,1,1.45,0,50,30000,2.38
2019,0,0,1,1,1,1,5,2,2,0,0,1,2.45,0,116,34000,3.54
2019,1,0,0,0,1,1,6,4,45,0,0,0,1.45,0,116,35000,2.45
2021,0,0,0,1,1,0,3,7,2,0,0,0,2.0,0,78,35000,3.19
2020,1,0,0,1,1,0,1,8,2,0,0,1,2.89,0,140,36000,3.99
2020,0,0,0,1,1,0,2,8,36,0,0,1,2.88,0,116,36000,3.75
2021,0,0,0,1,1,1,3,7,28,1,0,1,1.87,0,101,37000,2.98
2020,0,0,0,0,1,1,1,3,24,1,0,1,2.44,0,127,39000,3.53
2019,0,0,0,0,2,0,4,2,55,0,0,1,2.8,0,126,40000,3.65
2019,0,0,1,1,1,0,6,2,2,0,0,1,2.11,0,103,40000,3.47
2022,0,0,0,1,1,0,4,3,52,0,0,0,2.37,0,67,41000,3.49
2021,0,0,0,1,1,0,3,3,52,1,0,0,2.75,0,116,44000,3.8
2021,0,0,1,1,1,0,3,4,2,0,0,1,1.98,0,117,44000,2.91
2020,0,0,1,1,1,1,2,3,2,0,0,1,2.64,0,136,44000,3.7
2019,0,0,1,1,1,1,6,11,42,0,0,0,1.77,0,133,45000,2.66
2022,0,0,0,1,1,1,4,7,61,0,0,0,2.19,0,42,45000,2.77
2021,1,0,1,1,1,1,5,7,36,1,1,1,2.19,0,63,45000,3.19
2020,0,0,1,1,2,0,3,9,51,1,0,0,1.98,0,119,45000,2.98
2021,0,0,0,1,1,1,4,2,43,1,0,0,1.83,0,97,45000,2.9
2020,0,0,1,1,1,0,3,9,2,0,0,1,1.87,0,139,46000,2.82
2020,0,0,1,1,1,0,1,3,35,0,0,0,2.65,0,136,49000,3.71
2020,1,0,0,1,1,0,6,4,55,1,0,1,2.19,0,122,50000,3.45
2022,1,0,0,1,1,0,3,4,2,0,0,1,2.5,0,46,50000,3.4
2020,0,0,0,1,1,0,2,3,2,1,0,0,2.82,0,136,50000,3.85
2020,0,0,1,1,1,0,2,2,20,1,0,0,1.34,0,98,50000,2.68
2022,0,0,0,1,1,0,1,4,43,0,0,1,2.68,0,80,50000,3.79
2019,0,0,1,1,3,1,2,1,45,1,0,0,1.97,0,79,52000,2.98
2021,1,0,0,1,1,0,5,3,2,0,0,0,2.76,0,127,52000,3.86
2019,0,0,0,1,1,1,4,7,16,0,0,1,1.72,0,140,54000,2.79
2020,0,0,0,1,1,1,2,2,2,0,0,0,2.62,0,136,55000,3.75
2021,0,0,0,1,1,0,2,2,52,0,0,0,1.51,0,99,55000,2.59
2022,0,0,0,0,1,0,2,2,61,1,0,0,1.45,0,65,55000,2.53
2022,0,0,0,0,1,0,2,4,2,0,0,0,2.16,0,66,57000,3.24
2022,0,0,0,1,1,1,2,2,2,1,0,0,2.56,0,65,58000,3.62
2019,1,0,0,1,1,0,1,7,2,0,0,1,1.97,0,136,59000,3.1
2020,0,0,0,1,1,1,2,3,55,1,0,0,2.33,0,32,60000,3.31
2020,0,0,0,1,1,0,2,3,2,1,0,0,1.6,0,136,60000,2.68
2021,0,0,0,1,1,1,4,6,45,0,0,0,2.11,0,97,60000,3.22
2021,0,0,1,1,1,1,3,7,2,1,1,0,1.19,0,103,60000,2.16
2020,0,0,1,1,1,0,4,5,2,0,0,1,2.65,0,121,61000,3.78
2020,0,0,0,1,1,1,2,2,2,1,0,1,2.67,0,135,61000,3.7
2020,0,0,1,1,1,0,3,3,17,1,0,0,2.44,0,144,64000,3.51
2020,0,0,0,1,1,1,3,3,40,1,0,1,1.65,0,143,65000,2.68
2020,0,0,0,1,1,1,2,3,43,0,0,0,2.54,0,78,65000,3.61
2020,0,0,1,1,1,1,2,2,2,1,0,0,2.5,0,136,65000,3.61
2021,0,0,1,1,1,1,4,8,2,0,0,0,2.07,0,84,66000,3.39
2020,0,0,1,1,1,0,4,6,2,0,0,1,1.77,0,119,66000,2.64
2021,1,0,0,1,1,0,3,5,55,0,0,0,2.11,0,102,66000,3.21
2022,0,0,0,0,1,1,2,2,17,1,0,1,2.33,0,63,66000,3.41
2022,0,0,0,1,1,1,3,3,2,1,0,1,2.77,0,58,66000,3.84
2019,1,0,0,1,1,0,4,2,2,0,0,1,2.87,0,136,67000,3.98
2019,0,0,1,1,1,0,3,7,2,0,0,0,2.19,0,116,68000,3.43
2020,0,0,0,1,1,0,2,8,2,0,0,1,2.11,0,132,68000,3.39
2020,0,0,0,1,2,1,1,2,21,0,0,1,2.51,0,136,68000,3.57
2020,0,0,1,1,1,1,3,3,2,0,0,0,2.22,0,100,68000,3.38
2021,0,0,0,1,1,0,2,2,9,1,0,0,1.86,0,88,68000,2.91
2021,0,0,0,0,1,1,1,8,20,0,0,0,1.87,0,100,68000,2.95
2022,1,0,1,1,1,0,5,3,52,0,0,1,2.88,0,88,68000,3.91
2020,0,0,1,1,1,0,3,6,65,1,1,0,1.91,0,123,70000,3.1
2021,0,0,1,1,1,0,3,2,2,0,0,0,1.81,0,101,70000,2.9
2022,0,0,0,1,2,0,2,2,26,1,0,1,1.72,0,80,70000,2.8
2021,0,0,0,1,1,0,1,3,41,0,0,1,1.56,0,70,70000,2.63
2021,0,0,0,1,2,1,1,4,2,0,0,0,2.23,0,98,70000,3.39
2022,0,0,0,1,1,0,2,3,2,1,0,1,2.67,0,70,70000,3.74
2022,0,0,1,1,2,0,4,4,30,0,0,0,1.65,0,35,70000,2.87
2021,0,0,1,1,1,0,2,6,55,0,0,1,2.44,0,23,71000,3.88
2022,0,0,0,1,1,1,4,3,35,1,0,0,1.56,0,70,74000,2.63
2020,0,0,0,1,2,0,6,4,45,0,0,0,2.21,0,116,75000,3.21
2020,0,0,0,1,1,0,1,3,2,0,0,0,2.61,0,136,75000,3.68
2021,0,0,0,1,1,0,3,2,2,0,0,1,2.41,0,116,76000,3.5
2021,0,0,1,1,1,1,2,3,2,1,0,0,1.57,0,100,76000,2.66
2021,1,0,0,1,1,1,4,2,2,1,0,1,2.73,0,100,76000,3.8
2020,0,0,0,1,2,0,2,2,2,1,0,1,2.87,0,100,76000,3.93
2022,0,0,1,1,1,0,3,3,2,0,0,0,1.56,0,71,76000,2.66
2022,0,0,1,1,2,0,3,8,2,0,0,0,2.87,0,143,77000,3.98
2021,0,0,1,1,1,0,3,7,54,0,0,0,1.79,0,104,77000,2.85
2019,1,0,1,1,1,0,7,3,2,0,0,0,2.88,0,139,77000,3.93
2020,0,0,0,1,2,0,4,2,2,1,0,0,2.78,0,120,77000,3.84
2021,1,0,1,1,2,1,1,4,64,0,0,0,2.36,1,70,77000,3.19
2020,0,0,0,1,1,0,3,4,2,0,0,1,2.03,0,65,78000,3.15
2018,1,0,0,1,1,1,5,1,43,1,0,1,2.83,0,143,79000,3.9
2020,1,0,0,1,1,1,5,4,2,0,0,0,2.44,0,88,79000,3.78
2021,0,0,0,1,1,0,5,5,20,0,0,1,1.66,0,97,79000,2.99
2019,0,1,0,1,1,1,6,3,45,0,0,0,2.54,0,126,80000,3.76
2020,1,0,1,1,1,0,2,4,65,0,0,0,2.79,0,125,80000,3.59
2019,0,0,0,1,1,0,2,6,42,1,1,1,1.55,0,144,80000,2.67
2021,0,0,0,1,2,0,4,2,2,1,0,0,1.25,0,101,80000,2.57
2020,0,0,0,1,3,0,4,2,2,0,0,0,2.56,0,131,80000,3.61
2022,0,0,0,1,1,1,4,3,2,1,0,0,2.64,0,99,81000,3.7
2020,1,0,0,1,2,1,3,7,43,0,0,0,1.45,0,142,82000,2.67
2020,0,0,0,1,2,0,3,3,36,0,0,0,1.56,0,133,85000,2.87
2022,1,0,0,1,1,0,6,5,36,0,0,1,2.1,0,86,85000,3.37
2022,0,0,1,0,1,0,2,3,28,0,0,0,2.1,0,77,85000,3.28
2021,0,0,1,1,1,0,2,2,2,1,0,1,1.54,0,137,86000,2.64
2019,0,0,0,1,2,1,1,2,45,1,1,1,2.39,0,45,87000,3.43
2020,0,0,1,1,1,0,4,2,45,0,0,0,2.51,0,103,87000,3.87
2020,1,0,0,1,1,1,2,1,44,0,0,0,2.81,0,143,87000,3.89
2021,0,0,0,1,1,0,2,2,53,0,0,1,2.45,0,117,88000,3.54
2021,0,0,0,1,2,1,3,3,2,1,0,0,2.66,0,98,88000,3.72
2020,1,0,0,1,2,1,6,4,45,0,0,1,2.04,0,100,89000,3.23
2021,0,0,1,1,1,1,4,6,2,0,1,0,2.29,0,100,89000,3.56
2021,0,0,0,1,1,0,4,7,53,0,0,1,2.55,0,137,89000,3.77
2018,1,0,0,1,2,1,4,2,2,0,0,1,2.9,0,135,90000,3.89
2019,0,0,0,1,1,1,3,3,2,0,0,0,2.34,0,143,90000,3.42
2020,0,0,1,1,1,0,3,4,2,0,0,1,2.08,0,138,90000,3.11
2021,0,0,1,1,1,0,3,10,2,0,0,1,2.51,0,130,90000,3.5
2022,0,0,1,1,1,0,4,8,2,0,0,0,2.13,0,107,90000,3.33
2019,0,0,0,1,1,0,2,2,10,0,1,0,1.43,0,143,91000,2.56
2022,0,0,0,1,1,1,2,3,2,1,0,0,1.26,0,59,93000,2.33
2021,0,0,0,1,1,0,2,3,26,1,0,1,1.56,0,130,95000,2.6
2020,0,0,0,1,1,0,2,1,2,0,0,0,1.75,0,137,98000,2.81
2019,0,0,0,1,1,1,2,7,2,0,0,0,1.76,0,144,100000,2.87
2021,0,0,1,1,1,1,6,4,2,1,0,1,1.34,0,96,100000,2.53
2020,0,0,0,1,1,0,5,4,2,0,0,1,2.91,0,119,100000,3.95
2020,0,0,1,1,2,1,2,2,16,1,0,0,2.46,0,140,100000,3.52
2021,0,0,0,1,1,0,3,7,36,0,0,0,1.67,0,75,100000,2.98
2023,1,0,0,1,2,1,2,2,2,0,0,1,2.66,1,12,100000,2.66
2018,0,0,1,1,0,1,1,3,32,1,0,0,2.65,0,140,110000,3.68
2022,0,0,0,1,1,0,2,5,2,0,0,0,2.8,0,77,110000,3.91
2021,0,0,0,1,1,1,5,6,2,0,0,0,1.46,0,101,110000,2.67
2021,0,0,0,1,1,0,2,2,54,1,0,0,1.67,0,134,110000,2.73
2022,0,0,0,1,1,1,3,3,29,1,0,0,1.35,0,77,114000,2.58
2021,0,0,0,1,1,0,3,2,43,0,0,0,2.56,0,88,115000,3.66
2022,0,0,1,1,1,0,1,5,2,0,0,0,2.67,0,32,115000,3.78
2022,0,0,0,1,1,1,2,1,13,0,0,1,2.56,0,68,116000,3.61
2020,0,0,0,1,1,0,2,2,51,1,0,0,2.67,0,140,117000,3.75
2022,0,0,0,1,1,0,3,2,2,0,0,1,2.46,0,89,120000,3.55
2020,0,0,0,1,1,1,1,3,48,1,0,1,1.44,0,136,123000,2.65
2020,0,0,0,1,1,1,3,1,2,0,0,0,2.53,0,143,128000,3.62
2019,0,0,0,1,1,1,2,5,2,0,0,0,2.79,0,141,130000,3.88
2021,1,0,0,1,1,1,3,3,2,1,0,1,2.75,0,103,130000,3.82
2022,0,0,0,1,2,1,1,2,2,1,0,0,1.68,0,88,130000,2.73
2022,0,0,1,1,1,0,4,2,42,1,0,1,1.67,0,58,130000,2.77
2020,1,0,0,1,1,0,2,3,49,0,0,1,1.76,0,122,134000,2.8
2021,0,0,1,1,1,0,4,4,2,0,0,1,2.88,0,139,135000,3.9
2020,0,0,0,1,1,0,2,3,2,1,0,0,2.54,0,143,135000,3.61
2021,0,0,0,1,1,1,4,1,2,1,1,0,1.76,0,121,135000,2.82
2020,0,0,0,1,2,1,3,2,2,0,0,0,2.54,0,97,135000,3.64
2019,0,0,0,1,1,1,3,2,2,0,0,1,1.54,0,143,144000,2.68
2021,0,0,0,1,2,1,2,2,10,0,0,0,1.46,0,119,144000,2.5
2019,1,0,0,1,1,0,6,7,2,0,0,0,2.91,0,141,150000,3.97
2021,0,0,1,1,1,1,3,3,2,0,0,0,1.8,0,116,155000,2.89
2021,1,0,0,1,1,1,5,3,2,0,0,0,2.78,0,89,158000,3.8
2021,1,0,0,1,1,1,3,8,34,0,0,1,1.65,0,64,165000,2.56
2020,1,0,0,1,1,1,2,4,2,0,0,0,2.32,0,113,170000,3.87
2020,0,0,1,1,1,0,3,1,10,0,0,0,1.57,0,143,170000,2.63
2021,1,0,0,1,1,1,3,3,2,1,0,0,2.85,0,100,190000,3.93
2020,0,0,0,1,1,0,3,1,35,0,0,0,2.74,0,137,190000,3.84
2020,0,0,0,1,1,1,3,7,2,0,1,0,2.13,0,107,235000,3.03
2021,1,0,0,1,1,1,6,1,2,0,0,0,2.91,0,81,250000,3.91
2019,0,0,0,1,1,0,3,2,2,1,0,0,1.43,0,143,255000,2.49
2019,0,0,0,0,1,0,2,5,51,0,0,0,1.98,0,145,300000,2.89
2020,1,0,0,1,1,0,1,5,2,0,0,1,2.91,0,103,10000,3.89
2020,1,0,0,1,1,0,2,3,61,0,0,1,2.5,0,128,25000,3.48
2023,0,0,0,1,1,1,5,5,2,0,0,0,2.85,0,28,25000,3.65
2020,0,0,0,1,2,1,5,6,55,0,0,0,2.2,1,60,28000,3.5
2020,1,0,1,1,1,1,3,5,65,0,0,1,2.48,0,105,30000,3.48
2020,0,0,0,1,1,0,4,3,64,0,0,0,2.87,0,138,30000,3.93
2022,1,0,0,0,1,0,2,4,65,0,0,1,2.56,0,54,30000,3.35
2021,0,0,0,1,1,0,4,7,2,0,0,1,2.31,0,109,30000,3.45
2018,0,0,0,1,1,0,3,3,2,0,1,1,2.45,0,143,32000,3.56
2022,0,0,1,1,2,1,4,5,55,0,0,1,2.09,0,100,34000,3.34
2019,0,0,0,1,2,1,3,3,32,1,0,0,2.45,0,144,37000,3.55
2020,0,0,1,1,1,0,2,3,38,0,0,0,2.67,0,143,37000,3.77
2022,0,0,0,1,2,0,2,3,14,0,0,1,1.89,0,97,37000,2.97
2021,0,0,1,0,1,1,2,3,35,0,0,0,2.67,0,90,38000,3.74
2022,1,0,0,1,1,0,2,2,18,1,0,0,2.74,0,68,39000,3.8
2018,0,0,1,1,1,0,3,8,55,1,0,1,1.61,0,123,40000,2.88
2018,0,0,0,1,1,0,4,2,51,1,1,0,2.54,0,144,40000,3.63
2020,0,0,0,1,1,0,2,3,44,1,0,1,1.46,0,139,40000,2.55
2020,1,0,0,1,1,0,2,2,2,0,0,0,2.65,0,138,40000,3.79
2021,0,0,1,1,1,1,3,3,17,0,0,0,1.88,0,124,42000,2.92
2022,1,0,0,1,3,1,2,3,43,1,0,1,2.77,0,77,42000,3.8
2020,0,0,1,1,1,0,4,6,55,0,0,0,1.98,0,66,45000,2.97
2022,0,0,1,1,1,0,2,3,4,0,0,1,1.81,0,72,45000,2.88
2021,0,0,0,1,1,0,2,3,25,0,0,1,2.87,0,125,46000,3.9
2022,0,0,0,1,1,0,2,4,2,0,0,1,1.76,0,27,46000,2.67
2022,0,0,0,1,1,1,3,2,8,0,0,0,2.34,0,109,47000,3.4
2021,0,0,0,1,1,0,5,5,2,0,0,1,2.07,0,132,48000,3.28
2020,0,0,1,1,2,0,2,2,54,0,0,0,2.45,0,132,48000,3.51
2020,0,1,0,1,1,0,5,3,35,1,0,1,2.66,0,135,48000,3.79
2020,1,0,0,1,1,0,6,2,2,0,0,0,2.77,0,144,49000,3.85
2022,0,0,1,1,1,0,5,3,2,1,0,0,2.63,0,75,49000,3.7
2020,1,0,1,1,1,1,3,2,45,0,0,0,2.81,0,135,50000,3.79
2021,0,0,0,1,1,0,2,3,2,0,0,1,2.44,0,56,50000,3.44
2021,0,0,1,1,1,1,1,5,36,0,0,1,2.5,0,66,50000,3.22
2021,0,0,0,1,1,1,2,6,2,0,0,1,2.55,0,112,50000,3.8
2022,0,0,0,1,1,0,3,5,2,0,0,1,2.22,0,79,50000,3.35
2021,0,0,0,1,1,1,3,3,2,0,0,1,2.56,0,108,53000,3.64
2020,0,0,0,1,1,0,3,7,2,0,0,0,1.99,0,121,55000,3.0
2020,0,0,0,1,1,0,3,2,9,0,0,1,1.56,0,143,55000,2.62
2020,0,0,0,1,1,0,4,2,44,0,0,1,2.67,0,143,55000,3.77
2020,0,0,0,0,1,1,4,6,2,0,0,0,2.31,0,138,55000,3.44
2020,0,0,0,1,1,1,2,3,41,1,0,1,1.26,0,143,56000,2.37
2019,0,0,1,1,1,1,1,4,33,0,0,1,1.55,0,143,57000,2.78
2021,0,0,0,1,1,1,2,2,2,1,0,0,2.64,0,129,59000,3.71
2021,0,0,0,1,1,1,1,2,2,1,0,0,2.76,0,134,59000,3.81
2020,0,0,0,1,1,1,4,7,53,0,0,0,1.62,0,99,60000,2.45
2020,1,0,1,1,1,1,2,4,45,0,0,0,2.88,0,109,60000,3.6
2021,0,0,0,1,1,1,3,6,55,1,0,1,2.61,0,130,60000,3.57
2021,1,0,0,1,1,1,1,2,2,0,0,1,2.85,0,66,60000,3.79
2019,0,0,0,0,1,0,5,10,2,0,0,0,2.19,0,111,60000,3.7
2021,0,0,0,1,1,1,2,4,28,1,0,1,1.9,0,97,60000,2.81
2020,0,0,1,1,2,1,5,7,40,0,0,0,1.89,0,117,60000,3.08
2021,0,0,0,1,1,0,1,10,2,0,0,1,2.77,0,136,60000,3.81
2021,0,0,0,1,2,1,2,8,61,0,0,0,1.4,0,61,60000,2.95
2021,1,0,0,1,1,0,5,4,20,0,0,0,1.76,0,68,60000,2.87
2021,1,0,0,1,1,0,5,2,2,0,0,1,2.66,0,102,60000,3.83
2021,0,0,0,1,1,0,2,2,10,1,0,1,1.56,0,107,62000,2.62
2022,0,0,0,1,1,0,3,3,2,0,0,1,2.87,0,61,62000,3.91
2019,1,0,0,1,1,0,4,7,52,1,0,0,2.09,0,129,64000,3.23
2021,0,0,1,1,1,1,5,2,51,0,0,1,1.56,0,120,64000,2.66
2020,1,0,0,1,2,0,7,3,2,0,0,0,2.78,0,138,65000,3.89
2021,0,0,0,1,1,1,1,2,34,0,0,1,2.45,0,103,65000,3.51
2022,0,0,0,1,1,0,3,3,61,0,0,0,2.78,0,35,65000,3.89
2019,0,0,0,1,2,0,5,3,2,0,0,1,1.67,0,143,66000,2.73
2020,0,0,0,0,1,1,2,9,2,0,0,0,1.55,0,134,66000,2.68
2023,0,0,1,1,1,0,2,10,42,0,0,0,1.87,0,35,66000,2.88
2022,0,0,0,1,1,1,4,2,50,0,0,0,1.56,0,65,66000,2.63
2021,0,0,1,1,1,0,2,6,2,0,0,1,2.7,0,66,67000,3.5
2021,0,0,0,0,1,0,2,2,54,1,0,1,2.76,0,113,67000,3.8
2021,0,0,0,1,1,1,2,3,35,1,0,0,1.45,0,88,67000,2.56
